anchor_idx,query_idx,num_matches,num_inliers
550,6150,139,122
550,6200,192,137
550,6250,85,74
550,6300,88,56
550,6350,202,91
550,6400,174,85
550,6450,108,43
550,6500,77,38
550,6550,57,24
550,6600,37,20
550,6650,2,0
550,6700,5,0
550,6750,8,7
550,6800,25,16
550,6850,15,10
550,6900,29,17
550,6950,23,16
550,7000,9,7
550,7050,16,10
550,7100,4,0
550,7150,106,24
600,6000,1556,1317
600,6050,1165,970
600,6100,905,857
600,6150,738,643
600,6200,616,525
600,6250,593,476
600,6300,472,424
600,6350,502,436
600,6400,454,346
600,6450,391,298
600,6500,364,324
600,6550,297,239
600,6600,275,221
600,6650,303,258
600,6700,293,227
600,6750,306,235
600,6800,333,251
600,6850,291,237
600,6900,295,239
600,6950,250,223
600,7000,144,132
600,7050,171,147
600,7100,215,190
600,7150,296,251
650,6000,1587,1289
650,6050,1430,1407
650,6100,1142,1096
650,6150,893,808
650,6200,653,570
650,6250,612,568
650,6300,542,462
650,6350,517,437
650,6400,510,419
650,6450,396,347
650,6500,380,343
650,6550,343,280
650,6600,288,230
650,6650,287,239
650,6700,294,233
650,6750,330,274
650,6800,301,241
650,6850,277,221
650,6900,322,245
650,6950,305,271
650,7000,181,166
650,7050,197,157
650,7100,321,256
650,7150,298,257
700,6000,1162,1096
700,6050,1525,1343
700,6100,1475,1342
700,6150,1063,957
700,6200,766,726
700,6250,708,648
700,6300,610,581
700,6350,565,482
700,6400,503,412
700,6450,448,386
700,6500,395,351
700,6550,321,274
700,6600,262,177
700,6650,336,268
700,6700,318,247
700,6750,322,261
700,6800,326,241
700,6850,272,212
700,6900,345,272
700,6950,310,259
700,7000,187,176
700,7050,184,142
700,7100,303,256
700,7150,307,260
750,6000,971,892
750,6050,1140,1034
750,6100,1549,1487
750,6150,1429,1161
750,6200,978,952
750,6250,807,742
750,6300,690,631
750,6350,593,515
750,6400,557,536
750,6450,480,451
750,6500,455,401
750,6550,364,325
750,6600,289,225
750,6650,338,248
