mapillary_sequence,query_idx,anchor_idx,method,num_matches,num_inliers,lat,lon,compass_deg,anchor_lat,anchor_lon,status
S0kbYi8VQ_WxGBZSOrY3Wg,191106976197355,39850,lidar,1798,1408,41.90599837658064,12.481895842250802,131.70798882246257,41.906005209669466,12.481876989786867,success
S0kbYi8VQ_WxGBZSOrY3Wg,1954770098513826,39300,lidar,1487,1209,41.90584074453975,12.48200270222577,125.8712208561032,41.90582949947266,12.482072359754168,success
S0kbYi8VQ_WxGBZSOrY3Wg,1954770098513826,39250,lidar,1195,1017,41.90583188863253,12.48200559001911,125.04013147562404,41.90581222316505,12.48208785749581,success
S0kbYi8VQ_WxGBZSOrY3Wg,1954770098513826,39400,lidar,1997,1587,41.90585568819477,12.482050891838155,132.48482148677542,41.905861975577245,12.482037510693276,success
S0kbYi8VQ_WxGBZSOrY3Wg,196746412270325,38150,lidar,1226,1105,41.90547856945743,12.48244208133308,127.87246183562748,41.9055085494019,12.482500892376454,success
S0kbYi8VQ_WxGBZSOrY3Wg,196746412270325,38100,lidar,1170,1050,41.905481595160865,12.482370886126745,130.8132517189029,41.9054913888028,12.482516272512008,success
S0kbYi8VQ_WxGBZSOrY3Wg,196746412270325,38200,lidar,1242,1006,41.90549823393807,12.482376085902999,128.6708416832557,41.9055244026188,12.482484882805272,success
S0kbYi8VQ_WxGBZSOrY3Wg,199197855374442,40850,lidar,479,384,41.906564747241944,12.481468377975178,119.670541657643,41.90632991462373,12.48151570723808,success
S0kbYi8VQ_WxGBZSOrY3Wg,199197855374442,40800,lidar,389,315,41.90653987747665,12.481443730693087,120.43008621603651,41.90631246961758,12.481530706222156,success
S0kbYi8VQ_WxGBZSOrY3Wg,199197855374442,40900,lidar,358,304,41.906541369059134,12.48142340802062,108.87821552396176,41.90634827131481,12.48150239944767,success
S0kbYi8VQ_WxGBZSOrY3Wg,199557365191327,37900,lidar,916,754,41.90543287767323,12.482571587765179,119.22756012921371,41.90542516274867,12.48256884864628,success
S0kbYi8VQ_WxGBZSOrY3Wg,199557365191327,38000,lidar,1169,964,41.905411137739534,12.482459226549675,125.25044163686734,41.90545919489196,12.48254528874031,success
S0kbYi8VQ_WxGBZSOrY3Wg,199557365191327,37950,lidar,967,716,41.90545250413913,12.482526168352983,118.25117009211468,41.90544224930587,12.482558242991578,success
S0kbYi8VQ_WxGBZSOrY3Wg,203794024725488,40250,lidar,802,703,41.906170817073765,12.481715066911944,133.26308074073478,41.906133444770205,12.481734041303518,success
S0kbYi8VQ_WxGBZSOrY3Wg,203794024725488,40750,lidar,1130,694,41.906276191818435,12.481562306449414,125.92603825333052,41.906294788970655,12.48154639659766,success
S0kbYi8VQ_WxGBZSOrY3Wg,203794024725488,40700,lidar,1182,676,41.9062884989376,12.481565731122554,130.02928047174416,41.90627722498521,12.481562576336035,success
S0kbYi8VQ_WxGBZSOrY3Wg,214786096833734,40800,lidar,1237,965,41.90633338619009,12.481556897069137,120.43008621603651,41.90631246961758,12.481530706222156,success
S0kbYi8VQ_WxGBZSOrY3Wg,214786096833734,40850,lidar,1615,1263,41.90634150116258,12.48155926334774,119.670541657643,41.90632991462373,12.48151570723808,success
S0kbYi8VQ_WxGBZSOrY3Wg,214786096833734,40250,lidar,760,663,41.906181176133984,12.481710180929143,133.26308074073478,41.906133444770205,12.481734041303518,success
S0kbYi8VQ_WxGBZSOrY3Wg,215700066730957,39750,lidar,1918,1495,41.90597316082557,12.481921167205678,132.8420758007996,41.90597269649964,12.481912587088676,success
S0kbYi8VQ_WxGBZSOrY3Wg,215700066730957,39800,lidar,1877,1479,41.905977626298544,12.481924029724505,131.2540837580295,41.90598875008715,12.481894371784977,success
S0kbYi8VQ_WxGBZSOrY3Wg,215700066730957,39650,lidar,1211,980,41.90596119911729,12.481864307767383,131.0050489324534,41.90594253181132,12.48194959132375,success
S0kbYi8VQ_WxGBZSOrY3Wg,218801276362390,39800,lidar,1693,1239,41.90599834039225,12.481888645564325,131.2540837580295,41.90598875008715,12.481894371784977,success
S0kbYi8VQ_WxGBZSOrY3Wg,218801276362390,39850,lidar,1967,1727,41.906001365928084,12.481891579417722,131.70798882246257,41.906005209669466,12.481876989786867,success
S0kbYi8VQ_WxGBZSOrY3Wg,218801276362390,39750,lidar,1329,1020,41.905990770782445,12.481845974328474,132.8420758007996,41.90597269649964,12.481912587088676,success
S0kbYi8VQ_WxGBZSOrY3Wg,2293035284162457,37700,lidar,995,805,41.90533083408599,12.482517469431901,118.5984049618151,41.90535486752946,12.48261377354808,success
S0kbYi8VQ_WxGBZSOrY3Wg,2293035284162457,37900,lidar,978,736,41.905470894900986,12.482521483547512,119.22756012921371,41.90542516274867,12.48256884864628,success
S0kbYi8VQ_WxGBZSOrY3Wg,2293035284162457,37850,lidar,1045,809,41.905351226719645,12.482532989918989,121.54278359729742,41.90540636948586,12.482579656909616,success
S0kbYi8VQ_WxGBZSOrY3Wg,231632738679453,38800,lidar,130,41,nan,nan,142.58387170843065,41.90568884947957,12.48226140774558,fail
S0kbYi8VQ_WxGBZSOrY3Wg,231632738679453,39100,lidar,106,36,nan,nan,132.20206429925312,41.9057659926062,12.48214126435926,fail
S0kbYi8VQ_WxGBZSOrY3Wg,231632738679453,38850,lidar,107,34,nan,nan,141.81783927440475,41.90569988063249,12.482240040192098,fail
S0kbYi8VQ_WxGBZSOrY3Wg,234149291803603,40450,lidar,1691,1239,41.90620859027639,12.481654217749824,133.13313715035233,41.90619729182358,12.481658740546958,success
S0kbYi8VQ_WxGBZSOrY3Wg,234149291803603,40500,lidar,1665,1029,41.906207105308134,12.481605840358537,133.13578516939262,41.906213839352745,12.48163977596886,success
S0kbYi8VQ_WxGBZSOrY3Wg,234149291803603,40250,lidar,1045,928,41.90615179207207,12.4816869693918,133.26308074073478,41.906133444770205,12.481734041303518,success
S0kbYi8VQ_WxGBZSOrY3Wg,235343141691258,39300,lidar,1796,1501,41.90584130280163,12.482057027890091,125.8712208561032,41.90582949947266,12.482072359754168,success
S0kbYi8VQ_WxGBZSOrY3Wg,235343141691258,39250,lidar,1339,1113,41.9058272122598,12.482012885068364,125.04013147562404,41.90581222316505,12.48208785749581,success
S0kbYi8VQ_WxGBZSOrY3Wg,235343141691258,39200,lidar,1189,1005,41.90581798613491,12.48200528683789,124.63967339311968,41.90579538809709,12.482103263674771,success
S0kbYi8VQ_WxGBZSOrY3Wg,235987994946611,39600,lidar,1566,1246,41.90593717923067,12.481899917241748,130.16377310498288,41.90592628968545,12.481967509444548,success
S0kbYi8VQ_WxGBZSOrY3Wg,235987994946611,39650,lidar,1674,1261,41.90594741242346,12.481950747508602,131.0050489324534,41.90594253181132,12.48194959132375,success
S0kbYi8VQ_WxGBZSOrY3Wg,235987994946611,39550,lidar,1361,1124,41.905932076860324,12.481890777024674,130.40689313109465,41.90591072919048,12.481984863219134,success
S0kbYi8VQ_WxGBZSOrY3Wg,247353410505415,40850,lidar,758,632,41.906457743215945,12.481474916096499,119.670541657643,41.90632991462373,12.48151570723808,success
S0kbYi8VQ_WxGBZSOrY3Wg,247353410505415,40900,lidar,624,518,41.9065170772163,12.48149090690689,108.87821552396176,41.90634827131481,12.48150239944767,success
S0kbYi8VQ_WxGBZSOrY3Wg,247353410505415,40950,lidar,656,505,41.90651202376476,12.481506693086391,100.07095102473863,41.90636778471629,12.481493502849276,success
S0kbYi8VQ_WxGBZSOrY3Wg,248634643711726,40250,lidar,1905,1588,41.906137640354885,12.481739206043663,133.26308074073478,41.906133444770205,12.481734041303518,success
S0kbYi8VQ_WxGBZSOrY3Wg,248634643711726,40200,lidar,1716,1380,41.90612992903274,12.481700420821678,131.84490637584256,41.90611741616384,12.481752692540327,success
S0kbYi8VQ_WxGBZSOrY3Wg,248634643711726,40150,lidar,1350,1047,41.90612081431411,12.481686982813066,129.00611938954975,41.90610062311436,12.481769235259394,success
S0kbYi8VQ_WxGBZSOrY3Wg,260933419102289,39050,lidar,1810,1601,41.90575862251811,12.482154741310376,135.06493979214252,41.90575302852018,12.48216068009821,success
S0kbYi8VQ_WxGBZSOrY3Wg,260933419102289,39100,lidar,1899,1570,41.905762716559515,12.482145452092622,132.20206429925312,41.9057659926062,12.48214126435926,success
S0kbYi8VQ_WxGBZSOrY3Wg,260933419102289,39000,lidar,1398,1199,41.90575064947679,12.482162512381468,133.47887901493343,41.9057387392806,12.482181313113454,success
S0kbYi8VQ_WxGBZSOrY3Wg,269668874856680,40850,lidar,414,340,41.90657623589442,12.48141097714635,119.670541657643,41.90632991462373,12.48151570723808,success
S0kbYi8VQ_WxGBZSOrY3Wg,269668874856680,40800,lidar,398,294,41.90658785276194,12.481524086338446,120.43008621603651,41.90631246961758,12.481530706222156,success
S0kbYi8VQ_WxGBZSOrY3Wg,269668874856680,40750,lidar,346,236,41.90657821419886,12.481484815290031,125.92603825333052,41.906294788970655,12.48154639659766,success
S0kbYi8VQ_WxGBZSOrY3Wg,2754890351488771,40850,lidar,319,211,41.906472890416566,12.481209446600396,119.670541657643,41.90632991462373,12.48151570723808,success
S0kbYi8VQ_WxGBZSOrY3Wg,2754890351488771,40800,lidar,297,159,41.9065974950985,12.481486191589957,120.43008621603651,41.90631246961758,12.481530706222156,success
S0kbYi8VQ_WxGBZSOrY3Wg,2754890351488771,40750,lidar,248,138,41.906593425389474,12.481500571894374,125.92603825333052,41.906294788970655,12.48154639659766,success
S0kbYi8VQ_WxGBZSOrY3Wg,276043394252216,40850,lidar,316,221,41.90619477008299,12.481161688678364,119.670541657643,41.90632991462373,12.48151570723808,success
S0kbYi8VQ_WxGBZSOrY3Wg,276043394252216,40800,lidar,297,191,41.90658140267831,12.481396794268148,120.43008621603651,41.90631246961758,12.481530706222156,success
S0kbYi8VQ_WxGBZSOrY3Wg,276043394252216,40750,lidar,276,188,41.90654030130699,12.481493940605208,125.92603825333052,41.906294788970655,12.48154639659766,success
S0kbYi8VQ_WxGBZSOrY3Wg,2840323629551434,37850,lidar,1006,772,41.90541258663369,12.482566127519348,121.54278359729742,41.90540636948586,12.482579656909616,success
S0kbYi8VQ_WxGBZSOrY3Wg,2840323629551434,38000,lidar,1112,991,41.90544482071198,12.482617873389394,125.25044163686734,41.90545919489196,12.48254528874031,success
S0kbYi8VQ_WxGBZSOrY3Wg,2840323629551434,37950,lidar,870,711,41.90543628517942,12.482580875624334,118.25117009211468,41.90544224930587,12.482558242991578,success
